Area Name,Total - Persons,Total - Males,Total - Females,Illiterate - Persons,Illiterate - Males,Illiterate - Females,Literate - Persons,Literate - Males,Literate - Females,Literate w/o education level - Persons,Literate w/o education level - Males,Literate w/o education level - Females,Bellow primary - Persons,Bellow primary - Males,Bellow primary - Females,Primary - Persons,Primary - Males,Primary - Females,Middle - Persons,Middle - Males,Middle - Females,Matric/Secondary - Persons,Matric/Secondary - Males,Matric/Secondary - Females,Higher second/Interm/Pre-University/Senior second - Persons,Higher second/Interm/Pre-University/Senior second - Males,Higher second/Interm/Pre-University/Senior second - Females,Non-technical diploma - Persons,Non-technical diploma - Males,Non-technical diploma - Females,Technical diploma - Persons,Technical diploma - Males,Technical diploma - Females,Graduate_Persons,Graduate_Males,Graduate_Females,Unclassified_Persons,Unclassified_Males,Unclassified_Females,age_group
Assam,577084,288977,288107,337722,116194,221528,239362,172783,66579,11870,7780,4090,90909,60014,30895,56336,38980,17356,29569,23331,6238,30397,24906,5491,5945,5049,896,47,41,6,654,639,15,13579,11995,1584,56,48,8,adulto_mayor
Assam,382083,191204,190879,218305,71124,147181,163778,120080,43698,7828,5251,2577,66740,45088,21652,40203,28740,11463,18827,15112,3715,18970,15904,3066,3223,2777,446,26,24,2,373,359,14,7536,6782,754,52,43,9,tercera_edad
Assam,296029,157066,138963,184574,70557,114017,111455,86509,24946,6390,4471,1919,49425,36552,12873,26885,20536,6349,11247,9383,1864,11316,9988,1328,2019,1793,226,23,22,1,224,217,7,3891,3520,371,35,27,8,tercera_edad
Assam,135531,75158,60373,79330,30925,48405,56201,44233,11968,3126,2255,871,24331,18432,5899,13851,10917,2934,5837,4800,1037,6003,5111,892,1079,932,147,12,12,0,104,100,4,1835,1652,183,23,22,1,tercera_edad
Assam,169639,88180,81459,111602,43059,68543,58037,45121,12916,3774,2534,1240,25851,19569,6282,14079,11126,2953,5417,4391,1026,5782,4864,918,1095,885,210,17,17,0,112,109,3,1883,1603,280,27,23,4,tercera_edad
Assam,28974,17208,11766,15683,8367,7316,13291,8841,4450,3849,2548,1301,2689,1765,924,1947,1273,674,1595,1026,569,1803,1220,583,640,427,213,2,2,0,25,21,4,739,558,181,2,1,1,desconocido
West Bengal,11414222,5824180,5590042,11414222,5824180,5590042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
West Bengal,1878621,954547,924074,693660,337679,355981,1184961,616868,568093,16811,9533,7278,1167851,607187,560664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,299,148,151,ninez
West Bengal,2190032,1128703,1061329,609490,293019,316471,1580542,835684,744858,15216,8550,6666,1565019,826973,738046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307,161,146,ninez
West Bengal,1623994,818134,805860,307851,141654,166197,1316143,676480,639663,8108,4459,3649,1253257,643507,609750,54583,28406,26177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,108,87,ninez
West Bengal,2472834,1288022,1184812,479675,223635,256040,1993159,1064387,928772,15080,8685,6395,1637229,869317,767912,340433,186081,154352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,417,304,113,ninez
West Bengal,1363961,699340,664621,181960,80860,101100,1182001,618480,563521,6715,3801,2914,680809,351295,329514,494227,263187,231040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,197,53,ninez
West Bengal,2343737,1231421,1112316,422910,192326,230584,1920827,1039095,881732,14679,8236,6443,847097,449348,397749,1000106,548541,451565,58497,32642,25855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,328,120,ninez
West Bengal,1534690,763520,771170,230928,95696,135232,1303762,667824,635938,8871,4775,4096,357162,177204,179958,783995,405708,378287,153449,79926,73523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,211,74,ninez
West Bengal,1823314,932449,890865,315786,135066,180720,1507528,797383,710145,12994,7177,5817,340118,175976,164142,743396,392397,350999,410701,221619,189082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319,214,105,ninez
West Bengal,1670699,882575,788124,333658,149940,183718,1337041,732635,604406,14014,7812,6202,270547,147967,122580,501211,273748,227463,459420,253108,206312,91518,49753,41765,0,0,0,0,0,0,0,0,0,0,0,0,331,247,84,adolescencia
West Bengal,1667838,896414,771424,340774,154712,186062,1327064,741702,585362,15240,8766,6474,256247,144368,111879,410431,229063,181368,419732,233990,185742,225078,125282,99796,0,0,0,0,0,0,0,0,0,0,0,0,336,233,103,adolescencia
West Bengal,1166300,646794,519506,205688,91935,113753,960612,554859,405753,10350,5987,4363,160821,92093,68728,253996,146953,107043,252308,144672,107636,282905,164979,117926,0,0,0,0,0,0,0,0,0,0,0,0,232,175,57,adolescencia
West Bengal,2080664,1121715,958949,492740,210929,281811,1587924,910786,677138,23624,13465,10159,323240,181832,141408,428798,240676,188122,358805,203406,155399,311047,186164,124883,141155,84298,56857,114,101,13,765,594,171,0,0,0,376,250,126,adolescencia
West Bengal,1048377,521807,526570,210793,74399,136394,837584,447408,390176,10934,5650,5284,151758,76282,75476,205226,103853,101373,176349,91203,85146,147424,84407,63017,144658,85071,59587,59,45,14,998,779,219,0,0,0,178,118,60,adolescencia
West Bengal,7066173,3570800,3495373,1820178,659358,1160820,5245995,2911442,2334553,92120,50028,42092,1058487,549491,508996,1285064,673667,611397,1065145,581760,483385,725751,425108,300643,587051,369115,217936,593,440,153,11324,9630,1694,418916,251175,167741,1544,1028,516,juventud
West Bengal,7051603,3487173,3564430,2163368,765078,1398290,4888235,2722095,2166140,103142,56395,46747,1081373,557380,523993,1147122,594418,552704,1028115,575767,452348,646823,381030,265793,289700,184768,104932,685,489,196,11018,9720,1298,578838,361282,217556,1419,846,573,juventud
West Bengal,6247678,3224082,3023596,2150696,814157,1336539,4096982,2409925,1687057,96692,56430,40262,972627,542292,430335,872967,469663,403304,856639,504380,352259,548663,337418,211245,243112,160412,82700,571,459,112,10329,9402,927,494082,328601,165481,1300,868,432,adulto
West Bengal,6020467,3153170,2867297,2252207,890642,1361565,3768260,2262528,1505732,97356,59067,38289,992714,580400,412314,779781,431806,347975,786307,469128,317179,482894,298589,184305,210821,139106,71715,526,411,115,11277,10314,963,405212,272815,132397,1372,892,480,adulto
West Bengal,4598048,2552521,2045527,1716812,698274,1018538,2881236,1854247,1026989,73742,46955,26787,740690,456537,284153,558847,338392,220455,583040,376120,206920,367498,244536,122962,207366,144216,63150,460,386,74,10646,9803,843,336857,235796,101061,2090,1506,584,adulto
West Bengal,3964137,2171113,1793024,1511068,562904,948164,2453069,1608209,844860,61491,38848,22643,642069,381323,260746,469295,287624,181671,468684,310564,158120,292444,202971,89473,193215,143514,49701,508,432,76,8688,7903,785,314054,232944,81110,2621,2086,535,adulto
West Bengal,2865721,1555475,1310246,1177164,413283,763881,1688557,1142192,546365,44572,27982,16590,461201,273994,187207,312251,199063,113188,300518,208449,92069,204720,148707,56013,108685,83415,25270,441,387,54,9766,9192,574,244330,189257,55073,2073,1746,327,adulto_mayor
West Bengal,2271271,1194984,1076287,976327,308957,667370,1294944,886027,408917,34912,21443,13469,398116,235979,162137,250620,163059,87561,224280,161051,63229,160932,123666,37266,62261,48849,13412,399,337,62,8328,7961,367,153404,122210,31194,1692,1472,220,adulto_mayor
West Bengal,1957889,963542,994347,998391,304351,694040,959498,659191,300307,31901,19092,12809,318822,192551,126271,188976,124434,64542,156082,112291,43791,123694,97496,26198,36381,28430,7951,320,280,40,5645,5402,243,96455,78192,18263,1222,1023,199,adulto_mayor
West Bengal,1469768,702927,766841,745762,210413,535349,724006,492514,231492,24267,14037,10230,256445,152585,103860,144050,92500,51550,117097,83696,33401,94921,76798,18123,23218,18668,4550,195,167,28,3224,3100,124,59880,50353,9527,709,610,99,tercera_edad
West Bengal,1066622,529068,537554,563936,172860,391076,502686,356208,146478,18364,10702,7662,186219,118194,68025,98563,65726,32837,77238,57463,19775,68802,58175,10627,15873,13224,2649,132,121,11,1718,1661,57,35231,30451,4780,546,491,55,tercera_edad
West Bengal,535936,268959,266977,263733,78083,185650,272203,190876,81327,9248,5291,3957,98872,62244,36628,54005,35655,18350,41769,30385,11384,38572,32166,6406,9053,7422,1631,80,74,6,920,874,46,19355,16473,2882,329,292,37,tercera_edad
West Bengal,669884,319995,349889,348921,104427,244494,320963,215568,105395,12817,6964,5853,114650,69448,45202,62577,39695,22882,49346,34386,14960,41318,33016,8302,12339,9488,2851,103,91,12,1048,996,52,26368,21119,5249,397,365,32,tercera_edad
West Bengal,111717,62555,49162,51098,24742,26356,60619,37813,22806,19320,11939,7381,14258,8419,5839,9479,5724,3755,7122,4460,2662,4681,3107,1574,2227,1606,621,10,8,2,105,96,9,3392,2438,954,25,16,9,desconocido
Jharkhand,4956827,2522036,2434791,4956827,2522036,2434791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Jharkhand,649795,328015,321780,330965,152948,178017,318830,175067,143763,5941,3291,2650,312875,171773,141102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,11,ninez
Jharkhand,1021081,529139,491942,457761,207972,249789,563320,321167,242153,9728,5395,4333,553560,315757,237803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,15,17,ninez
Jharkhand,546038,277252,268786,186433,77577,108856,359605,199675,159930,4446,2405,2041,314156,174552,139604,40972,22698,18274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,20,11,ninez
Jharkhand,1075029,567605,507424,380067,161132,218935,694962,406473,288489,10743,6022,4721,488973,285117,203856,195138,115286,79852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,48,60,ninez
Jharkhand,411004,213140,197864,101143,37996,63147,309861,175144,134717,3615,2007,1608,140770,78732,62038,165435,94381,71054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,24,17,ninez
Jharkhand,967069,512452,454617,307875,122541,185334,659194,389911,269283,9667,5378,4289,232901,136367,96534,352986,211527,141459,63531,36590,26941,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,49,60,ninez
Jharkhand,482134,244579,237555,123244,42986,80258,358890,201593,157297,4442,2271,2171,71414,38589,32825,184712,106055,78657,98260,54651,43609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,27,35,ninez
Jharkhand,599717,314452,285265,164622,60346,104276,435095,254106,180989,6192,3278,2914,65054,36199,28855,166879,98736,68143,196916,115871,81045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,22,32,ninez
Jharkhand,618547,343680,274867,191751,78488,113263,426796,265192,161604,7252,4227,3025,54035,32382,21653,131257,83189,48068,159162,101171,57991,75044,44193,30851,0,0,0,0,0,0,0,0,0,0,0,0,46,30,16,adolescencia
Jharkhand,558256,297948,260308,169806,61871,107935,388450,236077,152373,6764,3748,3016,40092,23152,16940,94229,57500,36729,127422,80972,46450,119915,70694,49221,0,0,0,0,0,0,0,0,0,0,0,0,28,11,17,adolescencia
Jharkhand,316761,169429,147332,83632,27399,56233,233129,142030,91099,3479,1912,1567,19551,10922,8629,45590,27104,18486,63192,40849,22343,101292,61233,40059,0,0,0,0,0,0,0,0,0,0,0,0,25,10,15,adolescencia
Jharkhand,727641,397881,329760,249426,86374,163052,478215,311507,166708,10052,5840,4212,45207,27146,18061,103562,65748,37814,118503,81835,36668,119935,80104,39831,80218,50252,29966,344,263,81,347,300,47,0,0,0,47,19,28,adolescencia
Jharkhand,278445,142375,136070,83547,22372,61175,194898,120003,74895,3290,1773,1517,15558,8392,7166,34858,19701,15157,42128,27402,14726,46951,30297,16654,51626,32028,19598,168,128,40,301,272,29,0,0,0,18,10,8,adolescencia
Jharkhand,2149707,1086951,1062756,840711,244102,596609,1308996,842849,466147,31160,18009,13151,116009,65899,50110,261844,155199,106645,253813,171705,82108,278047,186755,91292,229875,155407,74468,1410,1114,296,3020,2660,360,133696,86058,47638,122,43,79,juventud
Jharkhand,2031648,1011956,1019692,931144,285551,645593,1100504,726405,374099,32089,19630,12459,112995,66775,46220,239527,144407,95120,189026,128469,60557,223057,151285,71772,123099,88492,34607,1225,992,233,2562,2314,248,176829,124008,52821,95,33,62,juventud
Jharkhand,1882378,930481,951897,987535,320484,667051,894843,609997,284846,29979,18945,11034,105718,65910,39808,211538,130963,80575,147421,103473,43948,180126,127344,52782,77990,57598,20392,1012,842,170,2162,1989,173,138820,102912,35908,77,21,56,adulto
Jharkhand,1770077,912149,857928,976961,354443,622518,793116,557706,235410,29019,19373,9646,106158,70627,35531,207240,134279,72961,129661,94014,35647,154930,111543,43387,52791,39680,13111,847,722,125,1973,1804,169,110427,85636,24791,70,28,42,adulto
Jharkhand,1416919,746852,670067,807509,306002,501507,609410,440850,168560,23578,16211,7367,82547,57095,25452,168340,112113,56227,96006,71060,24946,123814,92984,30830,33839,25922,7917,753,667,86,1986,1847,139,78498,62931,15567,49,20,29,adulto
Jharkhand,1232946,653169,579777,704980,261167,443813,527966,392002,135964,20144,13904,6240,72157,50932,21225,148362,100083,48279,78639,59215,19424,111147,87526,23621,31504,25767,5737,687,614,73,2244,2118,126,63048,51827,11221,34,16,18,adulto
Jharkhand,929297,511522,417775,555123,219379,335744,374174,292143,82031,15389,10973,4416,53885,39754,14131,104066,74148,29918,51636,40417,11219,77929,64753,13176,21928,19148,2780,694,649,45,2195,2097,98,46433,40191,6242,19,13,6,adulto_mayor
Jharkhand,712543,363852,348691,449528,156866,292662,263015,206986,56029,11605,7969,3636,42337,31130,11207,75647,54396,21251,35369,28042,7327,54999,46958,8041,13231,11829,1402,552,526,26,1668,1616,52,27593,24508,3085,14,12,2,adulto_mayor
Jharkhand,626146,311884,314262,443279,167229,276050,182867,144655,38212,10694,7369,3325,35914,27287,8627,57964,43332,14632,22337,17858,4479,33360,28583,4777,7133,6350,783,268,250,18,629,600,29,14557,13019,1538,11,7,4,adulto_mayor
Jharkhand,399356,191041,208315,281376,99098,182278,117980,91943,26037,6793,4481,2312,25435,18920,6515,38491,28417,10074,13852,10865,2987,20658,17756,2902,3950,3540,410,177,158,19,278,260,18,8338,7541,797,8,5,3,tercera_edad
Jharkhand,283615,145095,138520,203143,81074,122069,80472,64021,16451,5319,3639,1680,18591,14499,4092,27942,21624,6318,8858,7022,1836,12486,10797,1689,2399,2073,326,93,88,5,102,87,15,4674,4187,487,8,5,3,tercera_edad
Jharkhand,121585,61011,60574,82375,30516,51859,39210,30495,8715,2368,1582,786,8574,6520,2054,13576,10310,3266,4660,3594,1066,6287,5315,972,1364,1114,250,42,35,7,63,56,7,2270,1965,305,6,4,2,tercera_edad
Jharkhand,147960,78203,69757,102229,42370,59859,45731,35833,9898,3259,2198,1061,11358,8530,2828,15043,11793,3250,5050,3991,1059,6594,5564,1030,1510,1244,266,56,49,7,68,58,10,2790,2404,386,3,2,1,tercera_edad
Jharkhand,33308,20888,12420,15636,7861,7775,17672,13027,4645,10093,8101,1992,1978,1189,789,1907,1145,762,1161,795,366,1245,868,377,559,406,153,8,4,4,16,14,2,705,505,200,0,0,0,desconocido
Odisha,5358810,2744552,2614258,5358810,2744552,2614258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Odisha,852227,426526,425701,354328,164165,190163,497899,262361,235538,4856,2781,2075,493043,259580,233463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Odisha,1027635,527368,500267,327358,146319,181039,700277,381049,319228,5275,3115,2160,695002,377934,317068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Odisha,712590,366328,346262,148441,61332,87109,564149,304996,259153,2764,1535,1229,515589,279380,236209,45796,24081,21715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Odisha,1105838,570436,535402,273444,111788,161656,832394,458648,373746,5974,3408,2566,535592,293867,241725,290828,161373,129455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Odisha,610663,317111,293552,84771,31264,53507,525892,285847,240045,2388,1306,1082,162405,86593,75812,361099,197948,163151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Odisha,1079525,554014,525511,243558,92994,150564,835967,461020,374947,6096,3345,2751,192634,103759,88875,581086,322884,258202,56151,31032,25119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ninez
Odisha,682748,341385,341363,113538,37628,75910,569210,303757,265453,3107,1583,1524,67711,33771,33940,312948,168255,144693,185443,100147,85296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Odisha,777836,388153,389683,145877,48647,97230,631959,339506,292453,4520,2341,2179,65832,32298,33534,213673,113698,99975,347933,191168,156765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,ninez
Odisha,820815,412269,408546,198450,72050,126400,622365,340219,282146,6510,3642,2868,69279,35260,34019,160298,86283,74015,259561,148061,111500,126717,66973,59744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Odisha,707333,342269,365064,162580,52235,110345,544753,290034,254719,5785,3011,2774,58565,27926,30639,120083,61215,58868,170157,96437,73720,190163,101445,88718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,adolescencia
Odisha,564506,268960,295546,108571,32185,76386,455935,236775,219160,4197,2092,2105,43539,19539,24000,88052,41945,46107,109839,59957,49882,210307,113241,97066,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,adolescencia
Odisha,963172,496125,467047,242411,82969,159442,720761,413156,307605,9460,5448,4012,83881,44291,39590,155181,83942,71239,154974,93436,61538,167399,95921,71478,145399,86305,59094,486,376,110,3981,3437,544,0,0,0,0,0,0,adolescencia
Odisha,475558,240768,234790,89945,27369,62576,385613,213399,172214,3880,2158,1722,36197,17842,18355,70825,35490,35335,74015,42696,31319,87047,47762,39285,109810,64193,45617,379,299,80,3460,2959,501,0,0,0,0,0,0,adolescencia
Odisha,3190193,1600793,1589400,852993,255178,597815,2337200,1345615,991585,35499,20271,15228,278635,143969,134666,506371,260762,245609,406630,244581,162049,437192,251585,185607,374514,235162,139352,2045,1632,413,21537,18464,3073,274776,169188,105588,1,1,0,juventud
Odisha,3108955,1518820,1590135,1078063,327299,750764,2030892,1191521,839371,42588,25488,17100,319686,169381,150305,511187,261383,249804,330835,205013,125822,343365,202606,140759,156866,102743,54123,1574,1273,301,17897,14184,3713,306886,209442,97444,8,8,0,juventud
Odisha,2761000,1376140,1384860,1113695,358385,755310,1647305,1017755,629550,41756,26549,15207,318786,179466,139320,447145,237118,210027,246717,168010,78707,279192,179154,100038,92981,64162,28819,1261,1072,189,21380,13986,7394,198086,148237,49849,1,1,0,adulto
Odisha,2663984,1368317,1295667,1172551,413204,759347,1491433,955113,536320,45340,30612,14728,358886,217845,141041,467128,260253,206875,181473,128931,52542,224933,154868,70065,56006,40992,15014,876,760,116,20653,14425,6228,136133,106423,29710,5,4,1,adulto
Odisha,2062636,1104313,958323,908837,331051,577786,1153799,773262,380537,36295,25226,11069,288988,180780,108208,393914,232080,161834,121817,90392,31425,172664,130979,41685,30057,23396,6661,610,532,78,13941,10454,3487,95503,79417,16086,10,6,4,adulto
Odisha,1755849,926189,829660,801280,271701,529579,954569,654488,300081,31063,21502,9561,251213,156152,95061,327647,197765,129882,93622,72104,21518,145375,117537,27838,21964,17951,4013,453,395,58,13508,11057,2451,69708,60012,9696,16,13,3,adulto
Odisha,1344141,708873,635268,676106,227535,448571,668035,481338,186697,25710,17912,7798,203985,133236,70749,216416,140115,76301,52820,42482,10338,96280,83124,13156,14217,12124,2093,397,356,41,12484,11441,1043,45584,40427,5157,142,121,21,adulto_mayor
Odisha,1077484,523752,553732,587161,166415,420746,490323,357337,132986,21871,15084,6787,182429,122712,59717,160797,109829,50968,30777,25024,5753,53230,46986,6244,7483,6649,834,353,334,19,7871,7471,400,25255,23001,2254,257,247,10,adulto_mayor
Odisha,1104140,543006,561134,679476,214168,465308,424664,328838,95826,24714,17895,6819,184125,137524,46601,137888,103916,33972,20625,17323,3302,33862,30465,3397,4133,3719,414,234,219,15,4638,4469,169,14227,13097,1130,218,211,7,adulto_mayor
Odisha,768141,363846,404295,481461,140714,340747,286680,223132,63548,17889,13113,4776,134849,102527,32322,89384,68005,21379,12131,10079,2052,19780,17665,2115,2651,2392,259,95,85,10,2241,2151,90,7538,6996,542,122,119,3,tercera_edad
Odisha,615357,309442,305915,394302,129546,264756,221055,179896,41159,15293,11547,3746,108724,87817,20907,68079,54532,13547,8106,6889,1217,12592,11494,1098,2067,1847,220,69,60,9,1189,1140,49,4858,4492,366,78,78,0,tercera_edad
Odisha,258189,131458,126731,155313,48090,107223,102876,83368,19508,6775,5194,1581,49145,39610,9535,32420,26076,6344,4255,3488,767,6312,5513,799,1154,943,211,41,37,4,401,376,25,2341,2099,242,32,32,0,tercera_edad
Odisha,293273,154978,138295,182159,64440,117719,111114,90538,20576,8054,6218,1836,50358,40972,9386,34968,28466,6502,5175,4274,901,7363,6259,1104,1422,1139,283,46,41,5,453,382,71,3254,2766,488,21,21,0,tercera_edad
Odisha,62062,34379,27683,32126,15014,17112,29936,19365,10571,9425,6060,3365,6719,4354,2365,5741,3543,2198,2704,1712,992,2521,1668,853,1078,691,387,25,24,1,229,197,32,1491,1113,378,3,3,0,desconocido
Chhattisgarh,3554916,1800413,1754503,3554916,1800413,1754503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,infancia
Chhattisgarh,459063,231150,227913,179442,84353,95089,279621,146797,132824,2972,1636,1336,276619,145147,131472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,14,16,ninez
Chhattisgarh,573730,291950,281780,132551,58363,74188,441179,233587,207592,2823,1522,1301,438336,232049,206287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,16,4,ninez
Chhattisgarh,499608,249131,250477,69108,27455,41653,430500,221676,208824,1895,947,948,418559,215648,202911,10037,5076,4961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,ninez
Chhattisgarh,669385,342573,326812,102876,39970,62906,566509,302603,263906,3683,1846,1837,489828,261612,228216,72991,39141,33850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,ninez
Chhattisgarh,437320,226375,210945,36746,12650,24096,400574,213725,186849,1908,873,1035,227166,120857,106309,171497,91993,79504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,ninez
Chhattisgarh,601060,308571,292489,89813,32222,57591,511247,276349,234898,5089,2257,2832,177126,93132,83994,317947,175023,142924,11072,5928,5144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,4,ninez
Chhattisgarh,438366,220748,217618,52888,16365,36523,385478,204383,181095,4035,1607,2428,72046,35123,36923,275348,150333,125015,34041,17313,16728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,1,ninez
Chhattisgarh,459206,234670,224536,62152,19567,42585,397054,215103,181951,5752,2305,3447,58569,28297,30272,226907,126333,100574,105812,58159,47653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,9,5,ninez
Chhattisgarh,455373,239101,216272,80489,29192,51297,374884,209909,164975,9098,3980,5118,51203,25978,25225,156232,88172,68060,135604,80006,55598,22741,11771,10970,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,adolescencia
Chhattisgarh,438713,222878,215835,73651,23241,50410,365062,199637,165425,9937,4022,5915,43668,20922,22746,118213,62591,55622,129764,76958,52806,63460,35131,28329,0,0,0,0,0,0,0,0,0,0,0,0,20,13,7,adolescencia
Chhattisgarh,303652,161405,142247,45327,14284,31043,258325,147121,111204,6921,2839,4082,25351,12536,12815,70417,38120,32297,78933,48258,30675,76698,45364,31334,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,adolescencia
Chhattisgarh,484503,258364,226139,101182,31975,69207,383321,226389,156932,14803,6440,8363,45757,23648,22109,102721,57508,45213,101434,63362,38072,72935,49377,23558,44906,25501,19405,87,41,46,656,498,158,0,0,0,22,14,8,adolescencia
Chhattisgarh,249483,126693,122790,46437,11667,34770,203046,115026,88020,7304,2801,4503,22025,10278,11747,47840,24441,23399,49454,28973,20481,33955,22829,11126,41489,24958,16531,85,37,48,874,692,182,0,0,0,20,17,3,adolescencia
Chhattisgarh,1671488,827776,843712,423754,108379,315375,1247734,719397,528337,67087,25933,41154,162438,76743,85695,284038,146847,137191,269342,160838,108504,162233,107453,54780,189432,131144,58288,675,477,198,9158,7883,1275,103190,62002,41188,141,77,64,juventud
Chhattisgarh,1636950,814809,822141,524522,144701,379821,1112428,670108,442320,92118,36648,55470,178529,92680,85849,248085,139734,108351,203692,128627,75065,128406,86230,42176,120030,90404,29626,555,454,101,7291,6758,533,133549,88465,45084,173,108,65,juventud
Chhattisgarh,1542280,755721,786559,605407,174049,431358,936873,581672,355201,110458,43921,66537,187238,106571,80667,198338,117238,81100,138571,92578,45993,111279,79454,31825,79571,62056,17515,440,364,76,4920,4598,322,105910,74792,31118,148,100,48,adulto
Chhattisgarh,1424842,729700,695142,617416,204114,413302,807426,525586,281840,110318,49929,60389,200762,130794,69968,185104,119521,65583,93217,63395,29822,92070,68645,23425,40955,30156,10799,323,276,47,3821,3609,212,80732,59179,21553,124,82,42,adulto
Chhattisgarh,1096145,565191,530954,505097,166131,338966,591048,399060,191988,76235,34691,41544,154474,103497,50977,144927,99096,45831,67548,48431,19117,64885,49514,15371,24441,17778,6663,277,252,25,3153,2991,162,55039,42763,12276,69,47,22,adulto
Chhattisgarh,946009,482637,463372,468496,148872,319624,477513,333765,143748,54776,26634,28142,131217,89713,41504,119155,83447,35708,56856,42620,14236,57359,45445,11914,18601,14125,4476,194,167,27,2231,2086,145,37081,29502,7579,43,26,17,adulto
Chhattisgarh,748558,384446,364112,415329,136262,279067,333229,248184,85045,32177,17707,14470,106053,77357,28696,74592,54752,19840,34865,27270,7595,43466,36317,7149,13315,10894,2421,167,151,16,1805,1661,144,26745,22040,4705,44,35,9,adulto_mayor
Chhattisgarh,610688,294489,316199,377521,116535,260986,233167,177954,55213,22134,13365,8769,97356,74707,22649,43924,32428,11496,20374,15866,4508,24530,20371,4159,7566,6238,1328,129,119,10,1415,1323,92,15702,13510,2192,37,27,10,adulto_mayor
Chhattisgarh,568926,263949,304977,396695,129206,267489,172231,134743,37488,17625,11527,6098,86552,69251,17301,28038,21082,6956,12620,9917,2703,13566,11060,2506,3995,3286,709,66,62,4,700,659,41,9040,7878,1162,29,21,8,adulto_mayor
Chhattisgarh,402092,181311,220781,287876,91138,196738,114216,90173,24043,11688,7980,3708,62772,50950,11822,17470,13005,4465,7088,5365,1723,7682,6294,1388,2117,1756,361,55,50,5,434,408,26,4889,4347,542,21,18,3,tercera_edad
Chhattisgarh,275341,127203,148138,204711,69997,134714,70630,57206,13424,7447,5383,2064,41554,34762,6792,10287,7777,2510,3877,2944,933,3820,3178,642,1138,932,206,19,15,4,171,153,18,2312,2057,255,5,5,0,tercera_edad
Chhattisgarh,122719,55014,67705,89969,28997,60972,32750,26017,6733,3204,2219,985,18985,15712,3273,5076,3748,1328,1986,1468,518,1906,1530,376,517,410,107,12,9,3,61,52,9,995,863,132,8,6,2,tercera_edad
